251	116
252	183
252	134
252	132
253	75
253	55
253	73
254	156
254	19
255	9
255	52
255	98
255	135
256	137
256	46
256	35
257	153
257	117
258	78
258	137
258	43
259	153
259	145
259	144
260	127
261	56
261	151
262	10
263	159
263	11
264	53
264	64
265	27
265	159
266	146
266	24
266	159
267	6
267	56
267	110
268	161
268	111
268	63
268	76
269	192
270	88
271	157
271	16
272	101
272	186
272	204
273	101
273	20
273	52
273	131
274	143
274	185
274	5
275	98
275	36
275	203
275	34
276	5
276	148
276	104
277	48
277	75
277	176
277	6
278	129
278	168
278	79
279	175
279	40
279	201
279	201
280	146
280	185
281	16
282	106
283	55
284	176
284	24
284	202
285	196
286	57
287	176
288	200
288	39
288	81
288	84
289	200
290	50
291	119
291	182
292	196
292	107
292	98
292	102
293	21
293	125
294	40
294	88
294	57
294	135
295	197
295	8
295	48
296	70
296	41
297	86
297	47
297	72
297	171
298	89
298	159
298	77
298	151
299	147
300	147
300	157
301	105
302	54
302	124
302	144
303	12
303	17
304	155
304	179
304	34
305	12
306	159
307	98
308	154
308	125
308	188
309	50
310	12
311	161
311	150
311	28
312	77
312	91
312	13
313	143
313	28
313	118
314	114
314	178
315	88
315	28
315	20
316	53
317	165
317	82
318	110
319	27
320	201
320	19
320	191
321	26
322	59
322	42
322	78
322	70
323	15
323	20
323	22
324	18
324	152
324	125
325	109
325	82
326	172
326	9
326	68
327	31
327	21
328	132
328	112
329	37
329	53
329	123
329	18
330	144
331	107
332	136
333	155
333	126
333	159
334	110
335	157
335	16
335	90
335	184
336	24
337	113
337	121
337	151
338	36
339	129
340	115
340	140
340	111
340	37
341	21
342	143
342	62
342	195
342	161
343	37
343	174
343	164
344	52
344	117
344	18
344	18
345	13
345	91
345	105
346	91
346	195
347	145
348	54
349	97
350	175
351	34
351	15
352	98
352	160
352	107
353	143
353	14
353	159
354	98
354	124
354	54
355	203
356	28
356	79
356	181
357	156
357	105
358	32
358	40
359	176
360	26
360	189
360	79
360	49
361	123
362	199
362	55
363	15
363	84
363	197
364	201
364	162
364	127
365	132
366	29
366	146
366	53
366	75
367	68
367	191
368	121
368	38
368	111
369	159
369	18
369	72
370	36
370	191
371	130
371	174
371	100
372	82
372	57
372	72
372	79
373	124
373	26
374	97
374	8
374	8
375	140
375	142
376	24
376	182
376	119
376	118
377	83
378	145
378	42
378	113
378	119
379	185
380	169
380	152
381	53
382	40
382	176
383	60
383	34
383	102
383	171
384	104
384	116
384	86
384	94
385	64
385	108
386	176
387	43
388	124
389	195
390	26
391	111
391	108
392	25
393	137
393	159
393	97
394	180
395	198
395	102
395	168
396	113
396	97
396	60
396	191
397	196
397	190
397	23
398	56
398	51
398	66
398	35
399	198
400	86
400	165
400	109
400	19
401	127
402	141
402	166
403	187
403	11
403	175
404	187
405	6
405	177
405	147
405	194
406	28
407	174
407	164
408	93
408	100
409	35
409	47
409	82
410	76
410	152
410	196
410	98
411	134
411	58
411	93
412	190
412	42
412	118
413	128
413	163
413	10
414	33
414	149
415	44
415	45
415	107
416	128
416	8
417	114
417	176
418	12
418	6
418	22
419	42
419	185
419	177
419	120
420	106
420	59
420	135
421	179
421	80
421	42
422	142
423	49
424	74
425	24
426	66
426	75
427	161
428	21
428	52
429	126
429	188
429	196
429	106
430	16
430	148
430	14
431	183
432	115
432	202
432	94
433	47
434	190
435	53
435	114
435	108
435	34
436	134
436	20
437	176
437	21
438	30
438	203
439	16
440	123
440	152
440	69
441	157
442	146
443	192
443	35
443	108
444	141
444	116
444	173
445	131
445	166
445	112
445	36
446	201
446	170
447	115
447	61
447	148
448	196
449	48
450	98
450	61
450	180
450	135
451	188
451	99
451	91
452	46
452	188
452	143
452	69
453	62
453	156
453	142
453	56
454	176
455	200
455	29
455	53
456	143
456	57
456	73
457	165
457	164
457	42
458	45
458	31
458	198
459	202
459	155
460	203
460	35
460	204
460	142
461	162
461	83
461	9
461	39
462	74
463	8
463	135
464	66
464	113
465	7
465	50
465	185
465	24
466	160
466	92
466	187
467	174
467	110
468	127
468	94
469	47
469	28
469	184
470	59
470	49
470	37
471	58
472	78
472	50
472	93
472	33
473	85
473	110
473	140
474	188
474	170
475	197
475	70
475	65
475	100
476	69
476	133
476	174
476	53
477	86
477	56
478	161
478	91
479	78
479	188
479	124
479	144
480	31
480	35
480	198
480	190
481	204
481	127
482	87
482	164
483	172
483	40
483	73
484	68
484	123
484	146
484	49
485	77
485	17
485	124
486	197
487	125
487	120
488	175
489	98
489	196
489	62
490	141
490	10
490	26
491	33
491	108
491	83
492	150
492	22
493	51
494	92
495	21
495	180
495	137
495	155
496	77
496	179
496	104
497	110
498	14
498	140
498	76
499	97
499	64
499	186
499	13
500	90
500	10
500	82
501	61
501	26
501	30
501	131
502	7
502	172
503	101
503	80
503	94
503	127
504	163
504	112
504	65
504	177
505	72
505	127
505	40
506	28
506	126
506	13
506	142
507	180
507	159
507	123
507	48
508	141
508	60
508	7
508	129
509	55
510	12
510	87
511	87
511	102
512	115
512	39
513	89
513	172
513	147
514	16
514	84
514	40
514	201
515	159
515	135
515	108
515	92
516	34
517	82
517	182
517	152
517	56
518	47
519	118
519	95
520	133
520	109
520	111
520	125
521	35
521	41
522	73
523	89
523	176
523	127
523	159
524	27
524	149
524	64
525	168
525	89
525	167
525	89
526	107
526	169
526	28
527	199
528	176
528	76
528	30
528	91
529	16
529	180
530	50
530	110
531	53
531	96
531	95
531	11
532	20
532	7
532	159
532	90
533	134
533	165
533	69
533	45
534	86
534	114
534	120
534	45
535	32
535	132
535	139
535	174
536	26
537	54
538	75
538	11
539	139
540	52
540	87
540	142
541	19
541	183
541	24
542	153
542	39
542	38
542	147
543	92
543	176
543	187
544	83
544	55
545	143
545	24
545	9
546	22
546	173
547	56
547	129
547	108
548	197
549	29
549	190
549	80
549	180
550	50
550	179
551	147
551	200
551	21
552	20
552	171
553	191
554	68
554	159
554	84
555	68
555	78
555	103
555	176
556	187
556	197
556	93
556	21
557	169
558	17
558	33
559	96
559	191
559	62
559	199
560	132
560	191
560	67
560	100
561	184
561	55
561	146
561	182
562	103
563	111
564	201
564	182
564	122
565	11
566	129
566	77
566	188
567	196
568	82
568	37
568	54
568	202
569	51
570	74
570	31
571	41
571	148
571	83
572	22
572	91
572	132
573	159
573	43
574	63
574	139
575	117
575	8
576	16
576	34
576	6
576	72
577	74
577	37
577	32
577	55
578	107
578	111
579	155
579	196
580	82
580	91
580	25
580	164
581	28
581	9
581	90
581	132
582	111
582	202
582	127
583	37
583	82
583	128
584	27
584	202
585	181
585	140
586	113
586	101
586	129
586	185
587	189
587	82
587	84
588	89
588	124
588	9
588	188
589	154
589	65
590	204
590	130
590	102
591	55
592	68
592	124
593	176
593	124
593	182
594	149
594	31
594	124
595	129
595	77
596	162
596	147
596	101
596	70
597	186
597	74
598	161
598	119
598	46
598	82
599	99
599	50
600	108
600	70
601	25
601	69
601	106
601	66
602	137
603	34
603	104
603	203
603	111
604	96
604	110
604	41
605	136
606	35
607	22
607	80
608	125
608	65
608	63
608	42
609	116
609	187
610	186
610	158
610	132
611	142
611	27
611	25
611	137
612	104
612	88
612	130
613	16
614	197
614	184
614	49
615	172
615	120
615	132
615	13
616	196
617	27
618	197
618	127
619	58
619	140
619	83
619	124
620	80
620	130
620	105
620	168
621	86
621	124
622	201
622	94
623	9
623	25
623	162
623	79
624	140
624	82
624	128
625	162
626	20
626	10
626	115
627	58
627	201
627	43
627	184
628	170
628	16
628	78
629	129
629	143
630	167
630	195
630	117
631	120
631	204
631	11
631	19
632	6
632	57
633	129
633	85
633	92
633	193
634	145
634	123
634	193
635	49
635	37
635	38
636	60
636	54
636	97
636	58
637	35
638	184
638	77
638	139
638	34
639	6
639	63
640	139
640	87
640	203
641	8
641	124
641	55
641	125
642	193
642	102
642	121
642	107
643	112
643	102
644	142
644	140
644	7
644	101
645	58
646	142
646	63
646	106
646	9
647	7
647	26
647	170
648	58
648	156
649	145
650	132
650	138
650	169
651	151
652	17
652	97
652	136
653	192
653	202
653	131
654	93
655	85
655	12
655	135
656	29
656	27
656	117
657	148
658	193
659	86
660	98
661	75
661	101
661	26
661	108
662	55
662	171
663	123
663	57
664	23
664	136
664	100
664	97
665	50
666	58
666	46
667	201
667	138
667	129
667	51
668	106
668	95
668	80
668	162
669	14
669	102
670	41
670	13
670	119
670	76
671	139
672	193
673	60
673	54
673	113
673	18
674	22
674	186
674	147
674	197
675	149
675	104
676	146
676	156
677	177
677	131
677	162
678	90
678	47
678	59
679	184
679	42
680	81
680	171
680	97
681	83
681	84
681	193
682	18
682	48
682	165
682	75
683	54
683	38
684	5
685	134
685	166
686	81
686	139
687	95
687	188
688	126
689	37
689	72
689	77
690	102
690	6
691	192
691	87
692	190
693	128
693	151
694	106
694	101
695	179
695	115
696	24
696	65
696	179
697	142
697	62
697	73
698	163
699	66
699	69
699	111
699	158
700	198
700	60
701	33
701	175
701	61
702	21
702	83
702	35
703	151
704	77
704	190
705	41
705	168
705	192
705	51
706	90
706	180
706	173
707	77
707	24
707	130
707	127
708	58
708	152
708	159
709	13
709	40
709	60
709	169
710	5
710	103
710	178
711	140
711	97
712	140
713	83
713	44
713	185
713	115
714	137
714	184
714	204
714	185
715	194
715	180
716	49
717	102
718	154
718	36
718	45
718	93
719	36
720	67
720	84
721	202
722	187
722	102
723	70
723	43
724	152
724	14
725	166
725	86
725	65
726	160
726	94
726	65
727	192
728	158
728	188
729	130
729	79
729	57
730	87
730	59
731	116
731	99
731	95
731	58
732	25
733	89
733	31
733	28
733	106
734	18
734	188
735	189
735	85
735	158
736	102
736	199
736	26
736	45
737	74
737	156
738	54
738	39
738	130
738	197
739	33
739	130
739	187
740	96
740	13
740	40
741	99
741	77
741	86
741	194
742	189
742	137
742	152
742	63
743	107
744	70
744	30
744	131
744	121
745	202
745	45
746	36
746	196
746	132
746	69
747	37
747	171
747	156
748	24
748	129
749	60
749	201
749	197
749	56
750	113
750	111
750	61
751	17
751	130
751	150
752	34
752	68
752	200
752	198
753	116
753	17
753	108
754	154
754	148
755	38
756	85
756	189
756	139
757	44
757	17
757	15
758	190
759	70
759	16
759	83
759	31
760	11
760	148
761	122
761	120
761	86
761	193
762	95
763	194
763	72
764	85
765	149
766	81
766	168
766	33
766	24
767	59
768	76
769	150
769	111
769	171
770	187
770	110
770	15
770	104
771	16
772	63
772	84
773	94
774	26
774	188
774	42
774	154
775	51
775	188
776	129
776	75
776	137
777	68
777	101
777	104
778	117
779	194
779	189
779	75
779	187
780	121
781	14
781	11
781	18
781	44
782	47
782	72
782	140
783	53
783	27
784	186
784	81
785	162
785	37
785	37
786	72
786	57
786	90
786	134
787	138
787	134
787	107
787	23
788	22
788	127
788	87
788	85
789	17
789	81
790	125
790	86
790	160
790	50
791	32
792	103
792	117
792	90
793	22
793	169
793	87
793	42
794	40
795	23
796	134
797	24
797	109
797	154
798	77
799	119
800	58
800	201
800	76
800	73
801	91
802	113
802	54
802	186
803	130
803	114
804	54
804	191
804	43
805	116
806	72
807	144
807	204
808	115
808	98
808	202
808	196
809	32
809	56
809	204
810	197
810	28
810	142
810	146
811	171
811	149
811	202
811	158
812	96
812	43
812	102
812	22
813	75
813	179
813	148
814	154
815	121
815	143
815	54
816	16
816	44
817	88
817	11
817	162
818	159
818	64
819	93
819	105
819	148
820	142
821	197
821	76
821	102
822	136
822	175
822	201
823	131
823	201
823	119
824	113
824	21
824	58
824	85
825	189
825	174
825	23
826	89
826	84
827	26
827	76
827	64
827	66
828	47
828	180
828	7
828	121
829	45
829	22
830	29
830	194
831	66
831	104
831	83
831	128
832	135
833	95
833	74
834	13
834	63
834	179
834	195
835	22
835	181
836	138
836	24
836	59
837	142
837	51
838	181
838	109
838	186
838	78
839	203
839	190
839	7
839	44
840	72
841	35
841	114
841	80
842	65
842	154
842	13
842	161
843	158
843	121
844	186
844	144
844	17
845	37
845	119
845	23
845	133
846	179
847	64
847	116
847	49
847	176
848	44
848	134
848	141
848	40
849	78
850	201
850	130
850	36
850	181
851	92
852	5
853	70
853	9
853	109
853	114
854	197
854	36
854	127
854	114
855	30
856	110
856	29
856	64
856	188
857	21
857	120
858	145
858	136
859	114
859	43
860	23
860	108
860	38
861	64
861	172
861	100
862	103
863	61
863	89
864	55
864	134
864	95
864	190
865	134
865	48
865	175
866	165
866	120
867	79
867	172
868	105
869	23
869	15
869	155
870	113
871	85
871	153
872	54
872	7
873	95
873	179
873	127
873	28
874	47
874	29
874	20
874	140
875	142
875	142
876	133
876	13
876	176
876	194
877	35
877	133
878	203
878	123
878	38
879	98
879	198
879	94
879	113
880	191
880	91
880	105
880	160
881	202
881	186
881	155
881	69
882	174
882	112
882	196
882	89
883	81
883	140
884	201
884	118
884	105
884	151
885	39
885	96
885	10
885	160
886	99
886	196
886	158
887	51
888	68
888	138
888	48
888	167
889	106
890	196
890	45
891	163
891	13
891	178
891	183
892	98
892	112
892	158
892	122
893	33
893	94
893	92
893	176
894	138
894	162
894	65
894	145
895	172
895	77
896	57
896	102
896	118
897	57
897	98
898	120
898	41
899	151
899	26
899	79
900	203
900	165
900	124
901	147
901	91
901	110
901	169
902	140
902	115
903	139
903	86
903	149
904	60
904	202
905	103
906	65
907	176
907	115
907	117
907	133
908	31
908	106
909	152
909	196
909	7
910	147
910	80
910	97
910	169
911	45
911	155
912	199
912	49
913	190
913	67
913	182
914	184
914	138
914	39
915	186
915	163
915	32
916	90
917	170
917	34
918	39
918	168
918	72
918	148
919	88
919	107
919	9
919	124
920	69
921	203
921	50
921	126
922	204
922	149
922	180
923	106
923	32
923	168
923	33
924	155
924	139
924	196
924	196
925	66
925	39
925	7
926	125
926	99
926	57
926	12
927	115
927	28
927	118
928	14
929	83
929	161
929	57
930	17
930	31
931	164
932	194
932	95
933	73
933	86
934	32
935	63
935	175
935	159
936	67
936	111
936	116
937	135
938	49
938	67
939	101
939	170
940	9
940	22
941	137
942	94
942	188
942	142
943	72
943	34
943	6
944	18
945	204
945	183
946	144
946	53
946	7
947	127
947	162
947	160
948	77
948	152
948	11
949	99
949	90
950	48
950	104
951	79
951	70
952	60
953	188
953	196
954	192
955	173
955	127
956	102
956	81
957	123
957	106
958	32
958	39
958	127
959	51
959	139
959	54
960	87
961	123
962	162
962	96
962	30
962	52
963	107
964	153
964	56
965	136
966	24
966	6
966	106
967	70
967	36
967	195
967	111
968	26
968	62
968	82
969	14
970	6
970	47
970	108
970	165
971	40
971	191
971	167
971	91
972	110
972	106
972	23
973	188
973	190
974	114
974	104
974	18
975	112
975	19
975	40
975	15
976	64
977	197
977	16
977	113
978	174
978	104
979	173
979	46
979	16
980	120
980	139
980	173
981	114
981	140
982	77
982	10
982	124
982	72
983	168
983	53
984	69
984	204
984	187
985	73
985	48
985	26
986	159
986	15
986	138
986	35
987	117
987	88
987	7
988	56
988	144
988	78
989	124
989	133
989	156
990	75
990	45
991	152
992	42
992	166
993	153
993	133
993	21
993	171
994	59
994	140
994	79
994	104
995	22
996	151
996	183
996	190
996	95
997	192
997	58
998	87
998	7
998	202
999	11
1000	6
1000	29
1000	88
1000	88
1001	143
1001	150
1001	127
1002	118
1002	60
1002	18
1003	54
1003	100
1004	112
1004	199
1004	14
1004	149
1005	169
1005	100
1005	200
1005	167
